What is the difference between inline embedded and external style sheets?,CSS,WebTech
What is the difference between CSS2 and CSS3?,CSS,WebTech
What is AJAX?,AJAX,WebTech
What are the advantages of AJAX?,AJAX,WebTech
What are the disadvantages of AJAX?,AJAX,WebTech
What are the real web applications of AJAX currently running in the market?,AJAX,WebTech
What are the security issues with AJAX?,AJAX,WebTech
What is the difference between synchronous and asynchronous requests?,AJAX,WebTech
What are the technologies used by AJAX?,AJAX,WebTech
What is the purpose of XMLHttpRequest?,AJAX,WebTech
What are the properties of XMLHttpRequest?,AJAX,WebTech
What is the role of the callback function in AJAX?,AJAX,WebTech
What is JSON in AJAX?,AJAX,WebTech
What are the tools for debugging AJAX applications?,AJAX,WebTech
What is the difference between JavaScript and AJAX?,AJAX,WebTech
What is Node.js?,NODEJS,WebTech
What is the fundamental difference between Node.js and Ajax?,NODEJS,WebTech
Explain the term I/O in the context of Node.js.,NODEJS,WebTech
State where Node.js can be used.,NODEJS,WebTech
List the tools and IDEs that are used for Node.js.,NODEJS,WebTech
What is an error-first callback?,NODEJS,WebTech
In the context of Node.js differentiate between operational and programmer errors.,NODEJS,WebTech
Which is the framework that is most commonly used in Node.js?,NODEJS,WebTech
Define “event-driven programming.,NODEJS,WebTech
What are the two sections of event-driven programming?,NODEJS,WebTech
List some of the big advantages of using Node.js.,NODEJS,WebTech
List the steps involved in the Control Flow function.,NODEJS,WebTech
Can a user access DOM in a Node?,NODEJS,WebTech
In Node.js how do you access the last expression?,NODEJS,WebTech
In Node.js which command is used to import external libraries?,NODEJS,WebTech
What is the biggest drawback of Node.js?,NODEJS,WebTech
  Differentiate between Real DOM and Virtual DOM,REACTJS,WebTech
 What is React?,REACTJS,WebTech
 What are the features of React?,REACTJS,WebTech
 List some of the major advantages of React,REACTJS,WebTech
 What are the limitations of React?,REACTJS,WebTech
 What is JSX?,REACTJS,WebTech
 What do you understand by Virtual DOM? Explain its working,REACTJS,WebTech
 Why can’t browsers read JSX?,REACTJS,WebTech
 How different is React’s ES6 syntax when compared to ES5?,REACTJS,WebTech
 How is React different from Angular?,REACTJS,WebTech
 What do you understand from “In React everything is a component,REACTJS,WebTech
 Explain the purpose of render() in React,REACTJS,WebTech
 How can you embed two or more components into one?,REACTJS,WebTech
 What is Props?,REACTJS,WebTech
 What is a state in React and how is it used?,REACTJS,WebTech
 Differentiate between states and props,REACTJS,WebTech
 How can you update the state of a component?,REACTJS,WebTech
 What is arrow function in React? How is it used?,REACTJS,WebTech
 Differentiate between stateful and stateless components,REACTJS,WebTech
 What are the different phases of React component’s lifecycle?,REACTJS,WebTech
 Explain the lifecycle methods of React components in detail,REACTJS,WebTech
 What is an event in React?,REACTJS,WebTech
 How do you create an event in React?,REACTJS,WebTech
 What are synthetic events in React?,REACTJS,WebTech
 What do you understand by refs in React?,REACTJS,WebTech
 List some of the cases when you should use Refs,REACTJS,WebTech
 How do you modularize code in React?,REACTJS,WebTech
 What do you know about controlled and uncontrolled components?,REACTJS,WebTech
 What are Higher Order Components(HOC)?,REACTJS,WebTech
 What can you do with HOC?,REACTJS,WebTech
 What are Pure Components?,REACTJS,WebTech
 What is the significance of keys in React?,REACTJS,WebTech
 What were the major problems with MVC framework?,REACTJS,WebTech
 Explain Flux in react?,REACTJS,WebTech
 What are the three principles that Redux follows?,REACTJS,WebTech
 What do you understand by “S,REACTJS,WebTech
 List down the components of Redux,REACTJS,WebTech
 Show how the data flows through Redux?,REACTJS,WebTech
 How are Actions defined in Redux?,REACTJS,WebTech
 Explain the role of Reducer,REACTJS,WebTech
 What is the significance of Store in Redux?,REACTJS,WebTech
 How is Redux different from Flux?,REACTJS,WebTech
 What are the advantages of Redux?,REACTJS,WebTech
 What is React Router?,REACTJS,WebTech
 Why do we need a Router in React?,REACTJS,WebTech
 List down the advantages of React Router,REACTJS,WebTech
 How is React Router different from conventional routing?,REACTJS,WebTech
Explain what is Django?,DJANGO,Python
Mention what are the features available in Django?,DJANGO,Python
Mention the architecture of Django architecture?,DJANGO,Python
Why Django should be used for web-development?,DJANGO,Python
Explain how you can create a project in Django?,DJANGO,Python
Explain how you can set up the Database in Django?,DJANGO,Python
Give an example how you can write a VIEW in Django?,DJANGO,Python
Explain how you can setup static files in Django?,DJANGO,Python
Mention what does the Django templates consists of?,DJANGO,Python
Explain the use of session framework in Django?,DJANGO,Python
Explain how you can use file based sessions?,DJANGO,Python
Explain the migration in Django and how you can do in SQL?,DJANGO,Python
Mention what command line can be used to load data into Django?,DJANGO,Python
Explain what does django-admin.py makemessages command is used for?,DJANGO,Python
List out the inheritance styles in Django?,DJANGO,Python
Mention what does the Django field class types?,DJANGO,Python
What are the building blocks of Angular?,ANGULAR,WebTech
Can you give us an overview of Angular architecture?,ANGULAR,WebTech
What is Angular Material?,ANGULAR,WebTech
 What is AOT (Ahead-Of-Time) Compilation?,ANGULAR,WebTech
 What is Data Binding? How many ways it can be done?,ANGULAR,WebTech
What is SPA (Single Page Application) in Angular?,ANGULAR,WebTech
 Contrast SPA technology with traditional web technology?,ANGULAR,WebTech
What is the process called by which TypeScript code is converted into JavaScript code?,ANGULAR,WebTech
What is Angular?,ANGULAR,WebTech
What is the difference between AngularJS and Angular?,ANGULAR,WebTech
What is TypeScript?,ANGULAR,WebTech
What are the key components of Angular?,ANGULAR,WebTech
What are directives in Angular?,ANGULAR,WebTech
What are components in Angular?,ANGULAR,WebTech
What are the differences between Component and Directive in Angular?,ANGULAR,WebTech
What is a template in Angular?,ANGULAR,WebTech
What is a module in Angular?,ANGULAR,WebTech
What are lifecycle hooks available in Angular?,ANGULAR,WebTech
What is a data binding in Angular?,ANGULAR,WebTech
What is metadata in Angular?,ANGULAR,WebTech
What is Angular CLI?,ANGULAR,WebTech
What is a service in ANGULAR?,ANGULAR,WebTech
What is dependency injection in Angular?,ANGULAR,WebTech
How is Dependency Hierarchy formed in ANGULAR?,ANGULAR,WebTech
What is the purpose of async pipe in ANGULAR?,ANGULAR,WebTech
What happens if you use script tag inside template in ANGULAR?,ANGULAR,WebTech
What is interpolation in ANGULAR?,ANGULAR,WebTech
What are template statements in ANGULAR?,ANGULAR,WebTech
How do you categorize data binding types in ANGULAR?,ANGULAR,WebTech
What are pipes in ANGULAR?,ANGULAR,WebTech
What are observables in ANGULAR?,ANGULAR,WebTech
What is HttpClient and its benefits in ANGULAR?,ANGULAR,WebTech
Explain on how to use HttpClient with an example in ANGULAR?,ANGULAR,WebTech
How can you read full response in ANGULAR?,ANGULAR,WebTech
What is RxJS in ANGULAR?,ANGULAR,WebTech
What is subscribing in ANGULAR?,ANGULAR,WebTech
What is an observable in ANGULAR?,ANGULAR,WebTech
What is an observer in ANGULAR?,ANGULAR,WebTech
What is the difference between promise and observable in ANGULAR?,ANGULAR,WebTech
What is multicasting in ANGULAR?,ANGULAR,WebTech
 What is jQuery?,JQUERY,WebTech
 Why jQuery is needed?,JQUERY,WebTech
 Whether jQuery HTML work for both HTML and XML documents?,JQUERY,WebTech
 What are the methods used to provide effects?,JQUERY,WebTech
 What is the advantage of using minimized version of jQuery?,JQUERY,WebTech
 Is jQuery is a JavaScript or JSON library file?,JQUERY,WebTech
 Which operating system is more compatible with jQuery?,JQUERY,WebTech
 How can we include jQuery library in ASP,JQUERY,WebTech
 Which command will give a version of jQuery?,JQUERY,WebTech
 In what scenarios jQuery can be used?,JQUERY,WebTech
 What is the difference between find and children methods?,JQUERY,WebTech
 What is jQuery connect?,JQUERY,WebTech
 How to use connect?,JQUERY,WebTech
 What are the features of jQuery has been used in web applications?,JQUERY,WebTech
 What are the browser related issues for jQuery?,JQUERY,WebTech
 Whether we need to add jQuery file in both Master and Content page?,JQUERY,WebTech
 What are the basic selectors in jQuery?,JQUERY,WebTech
 Can we call C# code behind using jQuery?,JQUERY,WebTech
 What is the use jQuery,JQUERY,WebTech
 What is the use of each function in jQuery?,JQUERY,WebTech
 What is the difference between size and length of jQuery?,JQUERY,WebTech
 Can we add more than one ‘document,JQUERY,WebTech
 What is the use of jQuery load method?,JQUERY,WebTech
 Whether our own specific characters are used in place of $ in jQuery?,JQUERY,WebTech
 What are the four parameters used for jQuery Ajax method?,JQUERY,WebTech
 What is the use of jQuery filter?,JQUERY,WebTech
 Which program is useful for testing jQuery?,JQUERY,WebTech
 What is CDN?,JQUERY,WebTech
 What are the two types of CDNs?,JQUERY,WebTech
 Which sign is used as a shortcut for jQuery?,JQUERY,WebTech
 Is jQuery is a client or server scripting?,JQUERY,WebTech
 What is the script build up by jQuery?,JQUERY,WebTech
 How can we debug jQuery?,JQUERY,WebTech
 What are all the ways to include jQuery in a page?,JQUERY,WebTech
 What is the use of jQuery,JQUERY,WebTech
 Where can we download JQuery?,JQUERY,WebTech
 Is jQuery is a replacement of JavaScript?,JQUERY,WebTech
 What is called chaining?,JQUERY,WebTech
 What are the advantages of jQuery?,JQUERY,WebTech
 Whether C# code behind can be called from jQuery?,JQUERY,WebTech
 What is the difference between onload() and document,JQUERY,WebTech
 What is the use of jQuery each function?,JQUERY,WebTech
 How method can be called inside code behind using jQuery?,JQUERY,WebTech
 Which is the fastest selector in jQuery?,JQUERY,WebTech
 What is the slowest selector in jQuery?,JQUERY,WebTech
 Where jQuery code is getting executed?,JQUERY,WebTech
 What is the method used to define the specific character in place of $ sign?,JQUERY,WebTech
 Why jQuery is better than JavaScript?,JQUERY,WebTech
 What are the types of selectors in jQuery?,JQUERY,WebTech
 Explain what is backbone.js ?,BACKBONE,WebTech
 What are the main components of Backbone.js ?,BACKBONE,WebTech
 Explain what is Backbone.js collections ?,BACKBONE,WebTech
 Explain what is Backbone.js router is used for ?,BACKBONE,WebTech
 What is Backbone events ?,BACKBONE,WebTech
 What are the keypoints of Backbone ?,BACKBONE,WebTech
 Why you have to use Backbone ? Advantages ?,BACKBONE,WebTech
 What are the three js files that you require to setup a working environment for backbone?,BACKBONE,WebTech
 Explain when you require Backbone.js ?,BACKBONE,WebTech
 Explain what is view in Backbone.js?,BACKBONE,WebTech
 Explain what is Backbone.js Models?,BACKBONE,WebTech
 Explain how you can use backbone.js for multiple page web app ?,BACKBONE,WebTech
 Explain what is Modelbinder in Backbone.js ?,BACKBONE,WebTech
 What is the most powerful capabilities of the ModelBinder ?,BACKBONE,WebTech
 Explain what is Converter in Backbone.js ?,BACKBONE,WebTech
 What is model.attributes ?,BACKBONE,WebTech
 What is the function of toJSON ?,BACKBONE,WebTech
 Explain when you can use Unbinding function in Backbone.js ?,BACKBONE,WebTech
 What are the configuration options available ?,BACKBONE,WebTech
 Mention what are the typical problems you might face with the Backbone view code ?,BACKBONE,WebTech
 What is the function of escape ?,BACKBONE,WebTech
 Explain what is the function of parse ?,BACKBONE,WebTech
  What is Backbone.sync is used for ?,BACKBONE,WebTech
 In Backbone View, what is the use of setElement ?,BACKBONE,WebTech
  Explain what is model.cid ?,BACKBONE,WebTech
What are the common uses of PHP?,PHP,WebTech
What is PEAR in PHP?,PHP,WebTech
What is the difference between static and dynamic websites?,PHP,WebTech
How to execute a PHP script from the command line?,PHP,WebTech
Is PHP a case sensitive language?,PHP,WebTech
What is the meaning of ‘escaping to PHP’?,PHP,WebTech
What are the characteristics of PHP variables?,PHP,WebTech
What are the different types of PHP variables?,PHP,WebTech
What are the rules for naming a PHP variable?,PHP,WebTech
What is NULL?,PHP,WebTech
How do you define a constant in PHP?,PHP,WebTech
What is the purpose of constant() function?,PHP,WebTech
What are the differences between PHP constants and variables?,PHP,WebTech
Name some of the constants  in PHP and their purpose.,PHP,WebTech
What is the purpose of break and continue statement?,PHP,WebTech
What is the difference between PHP4 and PHP5?,PHP,WebTech
How can PHP and HTML interact?,PHP,WebTech
Name some of the popular frameworks in PHP.,PHP,WebTech
What are the data types in PHP?,PHP,WebTech
What are constructor and destructor in PHP?,PHP,WebTech
What are include() and require() functions?,PHP,WebTech
Explain the syntax for ‘foreach’ loop with example.,PHP,WebTech
What are the different types of Array in PHP?,PHP,WebTech
What is the difference between single quoted string and double quoted string?,PHP,WebTech
How to concatenate two strings in PHP?,PHP,WebTech
Name some of the functions in PHP.,PHP,WebTech
What is the use of session and cookies in PHP?,PHP,WebTech
What is GET and POST method in PHP?,PHP,WebTech
What is the difference between GET and POST method?,PHP,WebTech
What is the use of callback in PHP?,PHP,WebTech
 What is HTML?,HTML,WebTech
 What are tags?,HTML,WebTech
 Do all HTML tags come in a pair?,HTML,WebTech
 What are some of the common lists that can be used when designing a page?,HTML,WebTech
 How do you create links to sections within the same page?,HTML,WebTech
 Is there any way to keep list elements straight in an HTML file?,HTML,WebTech
 What is the use of alternative text in image mapping?,HTML,WebTech
 Do older HTML files work on newer browsers?,HTML,WebTech
 Does a hyperlink apply to text only?,HTML,WebTech
 If the user’s operating system does not support the needed character, how can the symbol be represented?,HTML,WebTech
 How do you change the number type in the middle of a list?,HTML,WebTech
 What are style sheets?,HTML,WebTech
 State  bullet types available in HTML ,HTML,WebTech
 How do you create multicolored text in a webpage?,HTML,WebTech
 Why are there both numerical and named character entity values?,HTML,WebTech
 What is the advantage of grouping several checkboxes together?,HTML,WebTech
 What will happen if you overlap sets of tags?,HTML,WebTech
 What are applets?,HTML,WebTech
 What if there is no text between the tags or if a text was omitted by mistake? Will it affect the display of the HTML file?,HTML,WebTech
 Is it possible to set specific colors for table borders?,HTML,WebTech
 How do you create a link that will connect to another web page when clicked?,HTML,WebTech
 What other ways can be used to align images and wrap text?,HTML,WebTech
 Can a single text link point to two different web pages?,HTML,WebTech
 What is the difference between the directory and menu lists and the unordered list?,HTML,WebTech
 Can you change the color of bullets?,HTML,WebTech
 What are the limits of the text field size?,HTML,WebTech
 What is the relationship between the border and rule attributes?,HTML,WebTech
 What is a marquee?,HTML,WebTech
 How do you create text on a webpage that will allow you to send an email when clicked?,HTML,WebTech
 Are there instances where the text will appear outside of the browser?,HTML,WebTech
 How are active links different from normal links?,HTML,WebTech
 Do style sheets limit the number of new style definitions that can be included within the brackets?,HTML,WebTech
 What is the hierarchy that is being followed when it comes to style sheets?,HTML,WebTech
 Can several selectors with class names be grouped together?,HTML,WebTech
 What happens if you open the external CSS file in a browser?,HTML,WebTech
 How do you make a picture into a background image of a web page?,HTML,WebTech
 What happens if the list-style-type property is used on a non-list element like a paragraph?,HTML,WebTech
 When is it appropriate to use frames?,HTML,WebTech
 What happens if the number of values in the rows or cols attribute doesn’t add up to 100 percent?,HTML,WebTech
 Which browsers support HTML5?,HTML,WebTech
 Name two new tags included in the HTML 5,HTML,WebTech
 Do you know which are two semantic tags are included in HTML5 version?,HTML,WebTech
 What is the use of Canvas element?,HTML,WebTech
 What are the new FORM elements which are available in HTML5?,HTML,WebTech
 Tell me two benefits of HTML5 Web Storage,HTML,WebTech
 What are two types of Web Storage in HTML5?,HTML,WebTech
 What is the Application Cache in HTML5 and why it is used? ,HTML,WebTech
 Explain five new input types provided by HTML5 for forms?,HTML,WebTech
 What is WordPress?,WORDPRESS,PHP
 How safe is a website on WordPress?,WORDPRESS,PHP
 Are there any limitations to a WordPress website?,WORDPRESS,PHP
 Do you need to have a blog in order to use WordPress for a site?,WORDPRESS,PHP
 From SEO point of view is WordPress helpful? Will it show the website on Google?,WORDPRESS,PHP
 What is the current version of WordPress?,WORDPRESS,PHP
 What are the types of hooks in WordPress and mention their functions?,WORDPRESS,PHP
 What do you mean by a custom field in WordPress?,WORDPRESS,PHP
 What are the positive aspects of WordPress?,WORDPRESS,PHP
 What are the rules that you have to follow for WordPress plugin development?,WORDPRESS,PHP
 What is the prefix of WordPress tables by default? ,WORDPRESS,PHP
 Why does WordPress use MySQL?,WORDPRESS,PHP
 Is it possible to rename the WordPress folder?,WORDPRESS,PHP
 How many tables are there in WordPress by default?,WORDPRESS,PHP
 What is WordPress loop?,WORDPRESS,PHP
 How can you disable the WordPress comment?,WORDPRESS,PHP
 What are the steps you can take if your WordPress file is hacked?,WORDPRESS,PHP
 What are the template tags in WordPress?,WORDPRESS,PHP
 Does WordPress have cookies?,WORDPRESS,PHP
 In which cases you don’t see plugin menu?,WORDPRESS,PHP
 At what instance you get locked out of your WordPress admin and look at your website as a blank screen?,WORDPRESS,PHP
 Why you use a static front page in WordPress?,WORDPRESS,PHP
 What are the plugins you can use to create a contact form in WordPress?,WORDPRESS,PHP
 Why does widget not show up in the sidebar?,WORDPRESS,PHP
 Is there any limitation for using WordPress?,WORDPRESS,PHP
 How is creating a site on wordpress.org different from wordpress.com?,WORDPRESS,PHP
 Why is wordpress.com considered more secure than wordpress.org?,WORDPRESS,PHP
 Do de-activated plugins slow down a WordPress site?,WORDPRESS,PHP
 In what case we cannot recommend WordPress to our client?,WORDPRESS,PHP
 What are the essential features you look for a theme?,WORDPRESS,PHP
 What is a Child Theme?,WORDPRESS,PHP
 How can you create a static page with WordPress?,WORDPRESS,PHP
 Is there any other CMS better WordPress?,WORDPRESS,PHP
 Which is the best multilingual plugin for WordPress?,WORDPRESS,PHP
 Can you update your own content on the site?,WORDPRESS,PHP
 What are meta-tags?,WORDPRESS,PHP
 What should one use for plugin development — custom post types or custom database tables?,WORDPRESS,PHP
 Can you host WordPress using  Amazon web services such as EC2 RDS EBS etc.?,WORDPRESS,PHP
 Is there any way to write series in WordPress?,WORDPRESS,PHP
 What are the reasons why one should not hack WordPress core file?,WORDPRESS,PHP
Explain what is Drupal?,DRUPAL,PHP
Why Drupal is considered powerful CMS compare to other CMS system?,DRUPAL,PHP
Mention what are the key features of Drupal?,DRUPAL,PHP
Explain how caching work in Drupal?,DRUPAL,PHP
Explain how database system of Drupal works?,DRUPAL,PHP
 Name some of the most commonly used PHP based CMSs?,DRUPAL,PHP
What is DRUSH in Drupal?,DRUPAL,PHP
Explain what is module in Drupal? List out some of the modules used in Drupal?,DRUPAL,PHP
Explain what Drupal distributions is and when to use?,DRUPAL,PHP
List out the SEO modules available in Drupal?,DRUPAL,PHP
 Why Drupal needs database? What databases are supported?,DRUPAL,PHP
 Explain what is the use of Ctools in Drupal?,DRUPAL,PHP
  Does Drupal provides support?,DRUPAL,PHP
Explain what is Joomla?,JOOMLA,PHP
List out the benefits of using Joomla?,JOOMLA,PHP
What is the position in Joomla?,JOOMLA,PHP
Explain what are Joomla Modules?,JOOMLA,PHP
Where can you see the use of Joomla frequently?,JOOMLA,PHP
Explain what are components in Joomla?,JOOMLA,PHP
 Explain what is the difference between Drupal and Joomla?,JOOMLA,PHP
What are the advanced features or add-ons in Joomla that can be useful for the developer?,JOOMLA,PHP
 Is there any possibility with Joomla to control a desktop application?,JOOMLA,PHP
 Explain what are content items section and categories in Joomla?,JOOMLA,PHP
What database system does Joomla supports?,JOOMLA,PHP
Explain what are the drawbacks of Joomla?,JOOMLA,PHP
 In Joomla what determines the homepage?,JOOMLA,PHP
Is Joomla a Blog?,JOOMLA,PHP
What web services does Joomla Support?,JOOMLA,PHP
 What is a markup language?,XML,WebTech
 What is XML?,XML,WebTech
 What are the features of XML?,XML,WebTech
 What are the differences between HTML and XML?,XML,WebTech
 Which tag is used to find the version of XML and the syntax?,XML,WebTech
 What is XML DOM Document?,XML,WebTech
 What is XPath?,XML,WebTech
 What is an attribute?,XML,WebTech
 Can we have empty XML tags?,XML,WebTech
 What are the advantages of XML DOM Document?,XML,WebTech
 What are the basic rules while writing XML?,XML,WebTech
 What is XML Element?,XML,WebTech
 What is CDATA?,XML,WebTech
 How comment can be represented in XML?,XML,WebTech
 What are XML Namespaces?,XML,WebTech
 What is XML Parser?,XML,WebTech
 What is XSL?,XML,WebTech
 Who is responsible for XML?,XML,WebTech
 What is an XML Schema?,XML,WebTech
 What is well formed XML document?,XML,WebTech
 Why XML has been used for development?,XML,WebTech
 What is SGML?,XML,WebTech
Can I execute a XML?,XML,WebTech
 What are the special characters used in XML?,XML,WebTech
 What software is available for XML?,XML,WebTech
 Whether graphics can be used in XML? If so How?,XML,WebTech
 Can I replace HTML with XML?,XML,WebTech
 How can I include conditional statements in XML?,XML,WebTech
 What are the benefits of XML?,XML,WebTech
 What are the disadvantages of XML?,XML,WebTech
 What is DTD?,XML,WebTech
 Why XSLT is important for XML?,XML,WebTech
 What are nested elements in XML?,XML,WebTech
 What is XQuery?,XML,WebTech
 What is XLink and XPointer?,XML,WebTech
 Why XML editor is needed instead of Notepad?,XML,WebTech
 What is XML Encoding?,XML,WebTech
 Which XML is set to be valid XML?,XML,WebTech
 What is Simple Element?,XML,WebTech
 What is Complex Element?,XML,WebTech
 Is there a way to describe XML data?,XML,WebTech
 What are the three parts of XSL?,XML,WebTech
 What is the correct syntax when we define XML version?,XML,WebTech
 If XML attribute name itself has double quotes then how it can be represented?,XML,WebTech
 What are the types of XML Parsers?,XML,WebTech
 Whether root element is required for XML? If so how many root elements are required?,XML,WebTech
 What is XML Signature?,XML,WebTech
 What is Data Island?,XML,WebTech
How many characters limits in Meta Description tag? ,SEO,WebTech
What is Google Sandbox?,SEO,WebTech
Tell me something about Black Hat SEO?,SEO,WebTech
Name few Black Hat SEO techniques?,SEO,WebTech
Can you differentiate between ‘nofollow’ and ‘dofollow’ link?,SEO,WebTech
What is the difference between PR (page rank,SEO,WebTech
Why the Title Tag in website is valuable?,SEO,WebTech
What is considered as more significant creating content or building backlinks?,SEO,WebTech
Can you mention the difference between SEO and SEM?,SEO,WebTech
What do you know about LSI?,SEO,WebTech
How will you cross-check whether your SEO campaign is working or not?,SEO,WebTech
What is the meaning of competitive analysis?,SEO,WebTech
What will be your next steps if your SEO methods or technique does not work?,SEO,WebTech
What is PPC?,SEO,WebTech
What is 301 redirect?,SEO,WebTech
What are Webmaster tools?,SEO,WebTech
What is keyword density and what is the formula for knowing keyword density?,SEO,WebTech
What is robots.txt?  ,SEO,WebTech
What will you do for the company website you are working for decides to move all the contents to new domain?,SEO,WebTech
Can you optimize the website which has pages in millions?,SEO,WebTech
What is the latest update in SEO?,SEO,WebTech
What are the key aspects of Panda update?,SEO,WebTech
What are the key aspects of Penguin update?,SEO,WebTech
How will you neutralize a toxic link to your site?,SEO,WebTech
Mention how can you check if someone is not building or re-directing a low-quality backlink to your site?,SEO,WebTech
How backlink tools work?,SEO,WebTech
Mention how often should you perform a link audit?,SEO,WebTech
Mention what do you understand by Frames in HTML?,SEO,WebTech
Mention which is the most important area to include your keywords?,SEO,WebTech
What if your website is banned by the search engines for black hat practices?,SEO,WebTech
Mention what will be your approach if your SEO method don’t work?,SEO,WebTech
 Explain what Ember.js is and how it works?,EMBER,WebTech
 List out main components of Ember.js?,EMBER,WebTech
 Explain what is model in Ember.js?,EMBER,WebTech
 Explain how ember applications are structured? ,EMBER,WebTech
 What controller does in Ember.js?,EMBER,WebTech
 Explain how is ember.js is different than traditional web application?,EMBER,WebTech
 Explain how Router and {{outlet}} tag can be useful in ember.js?,EMBER,WebTech
 Explain what is the difference between Router and Route in ember.js ?,EMBER,WebTech
   Explain what is Ember-data ? ,EMBER,WebTech
 Explain the role of adapter and types of adapters ?,EMBER,WebTech
 Explain what are the two ways of defining and inserting a view?,EMBER,WebTech
 Explain what is controller in ember.js ?                   ,EMBER,WebTech
 Mention the template components used in ember.js ?,EMBER,WebTech
 Explain what is serializer?,EMBER,WebTech
 How you can define a new ember class?,EMBER,WebTech
 Explain how you can create an Ember. handlebars  template ?,EMBER,WebTech
 Explain how you can add data using fixture into an application?,EMBER,WebTech
 Mention some of the functions used in ember packages/ember run-time/lib and packages/ember metal/lib/utils.js ?,EMBER,WebTech
 Explain what is Enumerables in ember.js ?,EMBER,WebTech
 Explain what is Ember.ArrayController and what is the advantage of it ?,EMBER,WebTech
 Explain Application Template ?,EMBER,WebTech
 Explain what is ember.mixin class ?,EMBER,WebTech
 What is Ember.Namespace.Class ?,EMBER,WebTech
 When Ember.TrackedArray can be useful ?,EMBER,WebTech
 Explain how you can create instances in ember.js ?,EMBER,WebTech
 Explain what is the use Ember.SortableMixin ?,EMBER,WebTech
What is SQLite?,SQLITE,DBMS
What are the most important features of SQLite?,SQLITE,DBMS
What are the advantages of using SQLite?,SQLITE,DBMS
What is the difference between SQL and SQLite?,SQLITE,DBMS
What is SQLite Transactions?,SQLITE,DBMS
In which areas SQLite is preferred most?,SQLITE,DBMS
 What Is An Oracle Database?,ORACLE,DBMS
What Are The Components Of Physical Database Structure Of Oracle Database?,ORACLE,DBMS
What Are The Components Of Logical Database Structure Of Oracle Database?,ORACLE,DBMS
What Is A View ?,ORACLE,DBMS
Can One Import/export Between Different Versions Of Oracle?,ORACLE,DBMS
Explain what is MongoDB?,MONGODB,DBMS
What is “Namespace” in MongoDB?,MONGODB,DBMS
What is sharding in MongoDB?,MONGODB,DBMS
How can you see the connection used by Mongos?,MONGODB,DBMS
Explain what is a replica set in mongodb?,MONGODB,DBMS
How replication works in MongoDB?,MONGODB,DBMS
While creating Schema in MongoDB what are the points need to be taken in consideration?,MONGODB,DBMS
 What is the syntax to create a collection and to drop a collection in MongoDB?,MONGODB,DBMS
 Explain what is the role of profiler in MongoDB?,MONGODB,DBMS
Explain can you move old files in the moveChunk directory?,MONGODB,DBMS
To do safe backups what is the feature in MongoDB that you can use?,MONGODB,DBMS
Mention what is Objecld composed of in mongodb?,MONGODB,DBMS
Mention what is the command syntax for inserting a document?,MONGODB,DBMS
Mention how you can inspect the source code of a function?,MONGODB,DBMS
What is the command syntax that tells you whether you are on the master server or not? And how many master does MongoDB allow?,MONGODB,DBMS
Explain what are indexes in MongoDB?,MONGODB,DBMS
Explain what is GridFS in MongoDB?,MONGODB,DBMS
What are alternatives to MongoDB?,MONGODB,DBMS
What Is Postgresql?,POSTGRESQL,DBMS
State Some Of The Advanced Features Of Postgresql?,POSTGRESQL,DBMS
What Are The Languages Which Postgresql Supports?,POSTGRESQL,DBMS
Explain About Functions In Postgresql?,POSTGRESQL,DBMS
Explain About Indices Of Postgresql?,POSTGRESQL,DBMS
What Are The Different Data Types Supported By Postgresql?,POSTGRESQL,DBMS
. How Does Postgresql Compare To Oracle/Mysql?,POSTGRESQL,DBMS
What is SQL?,SQL,DBMS
What is the difference between SQL and NOSQL?,SQL,DBMS
Give me a scenario when you could use NOSQL instead of SQL?,SQL,DBMS
Which databases you know?,SQL,DBMS
Tell me the difference between SQL and PLSQL,SQL,DBMS
What is normalization in database,SQL,DBMS
Explain Joins in databases,SQL,DBMS
Explain ACID Properties in databases,SQL,DBMS
What is Atomicity property in DBMS?,SQL,DBMS
What is Consistency property in DBMS?,SQL,DBMS
What is Isolation property in DBMS?,SQL,DBMS
What is Durablity property in DBMS?,SQL,DBMS
What is the difference between primary key and candidate key?,SQL,DBMS
What is MySQL? ,MYSQL,DBMS
What are the technical features of MySQL? ,MYSQL,DBMS
Why MySQL is used?,MYSQL,DBMS
What are the advantages of MySQL when compared with Oracle? ,MYSQL,DBMS
What are the drivers in MySQL?,MYSQL,DBMS
What is IOS?,IOS,Mobile
How IOS is better than ANDROID?,IOS,Mobile
Why IOS IOS development is costlier?,IOS,Mobile
Any Projects you have done on IOS?,IOS,Mobile
IOS development requires an APPLE ECOSYSTEM what are your views regarding the same.,IOS,Mobile
The consumer base of IOS is small compared to ANDROID so don't you think ANDROID is better?,IOS,Mobile
What is ANDROID?,ANDROID,Mobile
How ANDROID is different than IOS?,ANDROID,Mobile
Which language you use for Android Application development JAVA or KOTLIN?,ANDROID,Mobile
How KOTLIN speeds up android development?,ANDROID,Mobile
Why ANDROID?,ANDROID,Mobile
How can security of android can be improved?,ANDROID,Mobile
Which libraries you have used in ANDROID?,ANDROID,Mobile
What projects you have done in android?,ANDROID,Mobile
Android users generally do not buy any application instead they want application which are free What are your views regarding this?,ANDROID,Mobile
IS ANDROID ONLY LIMITED TO MOBILE PHONES?,ANDROID,Mobile
Which is the Best Android Phone?,ANDROID,Mobile
What is stock Android?,ANDROID,Mobile
IS ANDROID OPEN SOURCE,ANDROID,Mobile
